event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;source_url;verification_status;priority;check_frequency;last_checked;next_check;source_note;image;event_id;edition_id;edition_year;edition_slug;brand_slug;organizer_name;organizer_url;official_url;registration_url;registration_status;event_status;brand_verification_status;brand_last_verified_at;edition_verification_status;edition_last_verified_at;race_formats
Gölitztallauf;Running;06.09.2026;Landkreis Zwickau;Germany;Marktgölitz, Landkreis Zwickau, Saxony, Germany, Germany;50.5559611;11.3363424;17.1 km;Der Gölitztallauf ist ein jährlich stattfindender Lauf in Marktgölitz, der am 6. September 2026 seine 44. Auflage feiert. Der Lauf ist in vier verschiedene Strecken unterteilt, darunter eine Kinderstrecke über 1 km. Die Veranstaltung zeichnet sich durch eine familiäre Atmosphäre aus und bietet Ehrungen in verschiedenen Altersklassen. Die Siegerehrungen finden zeitnah nach den Läufen statt, um die Wartezeit für die Te;https://sg.marktgoelitz.de/goelitztallauf/;Sport Event Map verified event catalog;https://sg.marktgoelitz.de/goelitztallauf/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;397;7bc20298-db5c-4266-be1f-3eeb944e7ec8;2026;golitztallauf-2026;golitztallauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Gornergrat Zermatt Marathon;Ultramarathon;03.07.2027;St. Niklaus;Switzerland;St. Niklaus, Switzerland;46.177002;7.802516;21 km / 22 km / 42 km / 46 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/zermatt-marathon/;https://www.zermattmarathon.ch/de;Sport Event Map verified event catalog;https://www.zermattmarathon.ch/de;unclear;medium;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/logos/zermatt-marathon.jpg;77;c1844992-b52d-4ecc-b82b-3eace5cbfde8;2027;gornergrat-zermatt-marathon-2027;gornergrat-zermatt-marathon;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
Gosheimer Lemberglauf;Running;18.10.2026;Gosheim;Germany;Gosheim, Baden-Württemberg, Germany, Germany;48.1363107;8.7527322;10 km, 6.7 km;Der Gosheimer Lemberglauf ist ein traditionsreicher Lauf in Gosheim, Baden-Württemberg, der Teil des Silberdistel-Albcups ist. Die Strecke startet an der Kreissparkasse im Ortszentrum und führt zum Ziel auf dem Lemberg, mit einem Kleidertransport möglich. Der Lauf bietet verschiedene Distanzen, darunter Schüler- und Bambiniläufe sowie weitere Wettbewerbe, die zur Gesamt- und Vereinswertung des Cups zählen. Für alle T;http://www.silberdistel-albcup.de/html/body_gosheim.html;Sport Event Map verified event catalog;http://www.silberdistel-albcup.de/html/body_gosheim.html;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;388;491da472-36f1-427f-8374-a7f589a86b2c;2026;gosheimer-lemberglauf-2026;gosheimer-lemberglauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Grafschaftslauf;Running;30.08.2026;Rietberg;Germany;Gut Rietberg, Rietberg, North Rhine-Westphalia, Germany, Germany;51.97549;11.177138;28 km, 10 km;Der Grafschaftslauf verbindet die historischen Städte Rietberg, Verl und Schloß Holte-Stukenbrock und bietet Läufern eine abwechslungsreiche Strecke mit viel Geschichte und Atmosphäre. Gestartet wird am Gut Rietberg, vorbei an historischen Gebäuden und durch die Innenstadt, weiter entlang der Ems bis zum Gartenschaugelände. Die Strecke führt durch stimmungsvolle Orte mit mehreren Wechselpunkten für Staffelläufer und;https://www.grafschaftslauf.de/web/;Sport Event Map verified event catalog;https://www.grafschaftslauf.de/web/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;395;f9aaa3c6-bd42-425f-8261-8c17579206a7;2026;grafschaftslauf-2026;grafschaftslauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Graz Marathon;Running;11.10.2026;Graz;Austria;Graz, Austria;47.0708678;15.4382786;10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/graz-marathon/;https://www.grazmarathon.at/;Sport Event Map verified event catalog;https://www.grazmarathon.at/;unclear;medium;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/logos/graz-marathon.jpg;130;b914725e-896c-41df-a18b-9c9139d0be82;2026;graz-marathon-2026;graz-marathon;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Gutenberg Halbmarathon Mainz;Running;09.05.2027;Mainz;Germany;Mainz, Germany;49.9995205;8.2736253;10 km / 21 km;Official endurance event in Mainz. Imported from verified staging batch.;https://www.halbmarathon-mainz.de/;Sport Event Map verified event catalog;https://www.halbmarathon-mainz.de/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:54:37.778+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;658;7d4e192d-1768-4e43-968f-bff888d6a2b3;2027;gutenberg-halbmarathon-mainz-2027;gutenberg-halbmarathon-mainz;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
GutsMuths Rennsteiglauf;Ultramarathon;22.05.2027;Schmiedefeld;Germany;Schmiedefeld, Germany;50.5333;11.2167;17 km / 21 km / 42 km / 74 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/gutsmuths-rennsteiglauf/;https://www.rennsteiglauf.de/;Sport Event Map verified event catalog;https://www.rennsteiglauf.de/;unclear;medium;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/logos/gutsmuths-rennsteiglauf.jpg;43;55ab678e-ece9-4a93-8504-85a1156af764;2027;gutsmuths-rennsteiglauf-2027;gutsmuths-rennsteiglauf;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
H/21 Halbmarathon;Running;11.10.2026;Hannover;Germany;Hannover, Lower Saxony, Germany, Germany;52.3744779;9.7385532;Halbmarathon;Der H/21 Halbmarathon Hannover ist ein neues Laufevent im nationalen Veranstaltungskalender, das urbanes Flair, moderne Beats und grüne Streckenabschnitte verbindet. Start und Ziel liegen in der City von Hannover, und die Route führt entlang markanter Hotspots durch die Landeshauptstadt. Das Event findet im Herbst statt und bietet ein besonderes Lauferlebnis in einer lebendigen Stadtumgebung. Sei beim Prolog dabei, w;https://www.halbmarathon-hannover.de/;Sport Event Map verified event catalog;https://www.halbmarathon-hannover.de/;unclear;high;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;401;b3fd2af0-0e60-4586-8a9f-5caee5ac309f;2026;h-21-halbmarathon-2026;h-21-halbmarathon;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Hachenburg Löwen Marathon;Running;17.10.2026;Hachenburg;Germany;Hachenburg, Germany;50.6627538;7.8253173;6 km / 11 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/hachenburg-loewen-marathon/;https://www.loewenlauf-hachenburg.de/;Sport Event Map verified event catalog;https://www.loewenlauf-hachenburg.de/;unclear;medium;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/2232d51c55.jpg;133;1686f9cc-603d-4d17-b7ac-121eef3c2548;2026;hachenburg-lowen-marathon-2026;hachenburg-lowen-marathon;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Hahner Kitzenhauslauf;Running;13.06.2027;Aachen;Germany;Hahn, Aachen, North Rhine-Westphalia, Germany, Germany;50.7107143;6.1978317;Halbmarathon;Der Hahner Kitzenhauslauf ist eine beliebte Laufveranstaltung im Dreiländereck Deutschland, Belgium und Niederlande. Die naturnahen, hügeligen und abwechslungsreichen Strecken im Aachener Süden bieten Läufern ein anspruchsvolles und landschaftlich reizvolles Erlebnis. Die Veranstaltung hat eine lange Tradition und zieht Läufer aus der Region und darüber hinaus an. Sie ist bekannt für ihre familiäre Atmosphäre und die;https://indehahn.de/;Sport Event Map verified event catalog;https://indehahn.de/;unclear;medium;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;406;6343df1b-e752-4e5c-bc40-db3064517218;2027;hahner-kitzenhauslauf-2027;hahner-kitzenhauslauf;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
Halbmarathon Altötting;Running;20.09.2026;Altötting;Germany;Altötting, Germany;48.2268085;12.6757914;6 km / 21 km;Imported from marathon.de running calendar.;https://www.halbmarathon.de/;Sport Event Map verified event catalog;https://www.halbmarathon.de/;unclear;high;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/logos/halbmarathon-altoetting.jpg;124;9459ccfc-b7c4-49a7-ae0c-2d424df15576;2026;halbmarathon-altotting-2026;halbmarathon-altotting;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Halloween-Run Bremen;Running;31.10.2026;Bremen;Germany;Bremen, Germany;53.0758196;8.8071646;10 km, Marathon;Official endurance event in Bremen. Imported from verified staging batch.;https://halloween-run-bremen.de/;Sport Event Map verified event catalog;https://halloween-run-bremen.de/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:53:36.325+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;482;ae24f225-a1a5-40a5-bf8b-b7bccd677036;2026;halloween-run-bremen-2026;halloween-run-bremen;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Harzgeröder Klippenlauf;Running;06.06.2027;Saxony-Anhalt;Germany;Harzgerode, Harz, Saxony-Anhalt, Germany, Germany;51.6381169;11.1465703;Halbmarathon, 15 km, 5 km;Der Harzgeröder Klippenlauf am 7. Juni 2026 ist ein vielseitiger Volks- und Crosslauf im Unterharz, der für Läufer aller Leistungsstufen geeignet ist. Angeboten werden Strecken von 1 km für Kinder bis hin zum anspruchsvollen Halbmarathon mit 21,1 km und 450 Höhenmetern. Die Läufe führen durch das Selketal entlang des Selketalstiegs, vorbei an den Ortsteilen Mägdesprung und Alexisbad, mit felsigen Abschnitten, schmale;https://www.klippenlauf.de/;Sport Event Map verified event catalog;https://www.klippenlauf.de/;unclear;medium;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;403;7d821160-2dc9-4c6f-961d-fc3e68822835;2027;harzgeroder-klippenlauf-2027;harzgeroder-klippenlauf;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
Haspa Halbmarathon Hamburg;Running;25.04.2027;Hamburg;Germany;Hamburg, Germany;53.5501721;10.0013165;Half Marathon;Official local running event in Hamburg. Distances: Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://haspa-marathon-hamburg.de/halbmarathon/;Sport Event Map verified event catalog;https://haspa-marathon-hamburg.de/halbmarathon/;unclear;medium;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;225;a846298a-1ba9-4f1c-82c9-0a349e9cba9c;2027;haspa-halbmarathon-hamburg-2027;haspa-halbmarathon-hamburg;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Haspa Marathon Hamburg;Running;25.04.2027;Hamburg;Germany;Karolinenstraße / Hamburg Messe, Hamburg;53.557504;9.975498;Marathon / 42.195 km;Hamburg marathon. Official race info confirms the 41st edition on 25 April 2027.;https://haspa-marathon-hamburg.de/;Sport Event Map verified event catalog;https://haspa-marathon-hamburg.de/en/race-info-marathon/;unclear;high;;2026-06-03T00:00:00+00:00;2026-06-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;38;c579ce10-aa55-4cd5-b539-df98614984e2;2027;haspa-marathon-hamburg-2027;haspa-marathon-hamburg;;;;;unknown;scheduled;;;stale;2026-06-03T00:00:00+00:00;
Heidener Teufelslauf;Running;19.09.2026;Heiden;Germany;Heiden, Germany;51.8265212;6.9340589;5 km, 10 km;Official endurance event in Heiden. Imported from verified staging batch.;https://www.teufelslauf-heiden.de;Sport Event Map verified event catalog;https://running.life/de/termine/heidener-teufelslauf;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;1004;5b36bec7-649c-4e9e-a1d8-def032e4fb53;2026;heidener-teufelslauf-2026;heidener-teufelslauf;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
Heidenheimer Sparkassen-Stadtlauf;Running;13.06.2027;Heidenheim;Germany;Heidenheim, Germany;48.6767637;10.152923;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/heidenheimer-sparkassen-stadtlauf/;https://heidenheimer-stadtlauf.de/;Sport Event Map verified event catalog;https://heidenheimer-stadtlauf.de/;unclear;low;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/2232d51c55.jpg;62;ee0510d1-94c9-44f3-8315-d56177312c8b;2027;heidenheimer-sparkassen-stadtlauf-2027;heidenheimer-sparkassen-stadtlauf;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
Herbrand Niederrhein Triathlon N3T;Triathlon;27.06.2027;Kalkar;Germany;Kalkar, Germany;51.758;6.292;Triathlon;Official endurance event in Kalkar. Imported from verified staging batch.;https://www.niederrhein-triathlon.de/;Sport Event Map verified event catalog;https://www.niederrhein-triathlon.de/;unclear;high;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;551;7a444855-9325-4c87-84f0-47f30be9c6d9;2027;herbrand-niederrhein-triathlon-n3t-2027;herbrand-niederrhein-triathlon-n3t;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
Herbstkammlauf - Klingenthal;Running;13.09.2026;Klingenthal;Germany;Klingenthal, Germany;50.3581046;12.4678923;5 km, 10 km;Official endurance event in Klingenthal. Imported from verified staging batch.;https://vsc-klingenthal.de/veranstaltungen/36-herbstkammlauf-2-copy/;Sport Event Map verified event catalog;https://running.life/de/termine/herbstkammlauf;unclear;medium;;2026-08-04T12:07:33.04+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;987;d95e07a9-6519-4e69-94d9-e427c7051e25;2026;herbstkammlauf-klingenthal-2026;herbstkammlauf-klingenthal;;;;;unknown;scheduled;;;verified;2026-08-04T12:07:33.04+00:00;
Herbstlauf;Running;26.09.2026;Ötigheim;Germany;Ötigheim, Baden-Württemberg, Germany, Germany;48.8874936;8.2405486;10 km, 5 km;Der 49. Ötigheimer Herbstlauf am 26. September 2026 lädt Laufbegeisterte aller Leistungsstufen herzlich ein. Ob Anfänger oder ambitionierter Läufer, der Spaß an der Bewegung steht im Vordergrund. Angeboten werden Kinder- und Schülerläufe sowie Hauptläufe über 5 km und 10 km, die amtlich vermessen sind. Die 10 km Strecke führt über zwei Runden durch den Ötigheimer Wald und verspricht eine schöne herbstliche Laufatmosp;https://www.tgoetigheim.de/veranstaltungen/herbstlauf/;Sport Event Map verified event catalog;https://www.tgoetigheim.de/veranstaltungen/herbstlauf/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;416;04fee4a7-8ee9-4819-b3c9-50482869ca3a;2026;herbstlauf-2026;herbstlauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Herbstlauf der DJK Feudenheim;Running;17.10.2026;Mannheim;Germany;Mannheim-Feudenheim, Mannheim, Baden-Württemberg, Germany, Germany;49.4892913;8.4673098;Halbmarathon, 10 km, 5 km;Der Herbstlauf der DJK Feudenheim ist eine traditionsreiche Laufveranstaltung in Mannheim-Feudenheim, die am 17. Oktober 2026 zum 35. Mal stattfindet. Der Hauptlauf umfasst eine 10-km-Strecke, die in drei Runden zu absolvieren ist, mit einer Zeitbegrenzung von 90 Minuten. Neben dem Hauptlauf gibt es auch einen Jedermannlauf sowie weitere Läufe für Schüler, Bambini und Inklusion. Die Veranstaltung bietet eine familiär;https://djk-feudenheim.de/Herbstlauf/;Sport Event Map verified event catalog;https://djk-feudenheim.de/Herbstlauf/;unclear;high;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;414;dbd7cadb-e3c0-4103-a24d-b8d3402e9a64;2026;herbstlauf-der-djk-feudenheim-2026;herbstlauf-der-djk-feudenheim;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Herbstlauf Ready4Run Niederwangen;Running;04.10.2026;Wangen im Allgäu;Germany;Wangen im Allgäu, Baden-Württemberg, Germany, Germany;47.6856552;9.8342247;10 km, 5 km;Der Herbstlauf Niederwangen findet jährlich am 4. Oktober 2026 statt und ist Teil des Voralpen VBAO Cups. Der Lauf bietet eine Viertelmarathon-Distanz und ist bekannt für seine attraktive Cupwertung, bei der die Gesamtsiegerehrung beim Herbstlauf erfolgt. Die Veranstaltung richtet sich an Läufer aller Leistungsstufen und ist ein fester Bestandteil der regionalen Laufveranstaltungen.;https://www.sg-niederwangen.de/events/standard-titel/herbstlauf/;Sport Event Map verified event catalog;https://www.sg-niederwangen.de/events/standard-titel/herbstlauf/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;409;0eafd92e-7472-4f60-9f8f-72be8dcea3cf;2026;herbstlauf-ready4run-niederwangen-2026;herbstlauf-ready4run-niederwangen;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Herbstwaldlauf des Ski-Club Fretter - Finnentrop;Running;05.09.2026;Finnentrop;Germany;Finnentrop, Germany;51.1729173;7.9724578;10 km, Half Marathon;Official endurance event in Finnentrop. Imported from verified staging batch.;https://www.lac-veltins-hochsauerland.de/de/veranstaltungen/termine/62-Herbstwaldlauf.php?splitId=3&from=2026-09-05%2014%3A30%3A00&to=2026-09-05%2016%3A00%3A00;Sport Event Map verified event catalog;https://running.life/de/termine/herbstwaldlauf-des-ski-club-fretter;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T09:02:01.446+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;956;72cd780b-878b-4431-acce-c6bb1a990b5b;2026;herbstwaldlauf-des-ski-club-fretter-finnentrop-2026;herbstwaldlauf-des-ski-club-fretter-finnentrop;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
Hermannslauf Bielefeld;Trail Running;25.04.2027;Detmold;Germany;Hermannsdenkmal, 32760 Detmold, Germany;51.9111;8.8391;31.1 km;The 55th Hermannslauf takes place on 25 April 2027 over 31.1 km from the Hermannsdenkmal near Detmold to Bielefeld through the Teutoburg Forest.;https://hermannslauf.de/;Sport Event Map verified event catalog;https://hermannslauf.de/;unclear;high;;2026-07-26T00:00:00+00:00;2026-08-26T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;1007;16ccf717-df09-4d19-8087-014b375f78f6;2027;hermannslauf-bielefeld-2027;hermannslauf-bielefeld;;;;;unknown;scheduled;;;source_unreachable;2026-07-26T00:00:00+00:00;
Herner St. Martini City-Lauf;Running;27.09.2026;Herne;Germany;Herne, North Rhine-Westphalia, Germany, Germany;51.5380394;7.219985;Marathon, Halbmarathon, 5 km;Der Herner St. Martini City-Lauf findet am 27. September 2026 auf dem Boulevard Bahnhofstraße in Herne statt. Die Veranstaltung bietet verschiedene Läufe für alle Altersklassen, von Bambini bis zu Erwachsenen, mit Streckenlängen von ca. 400 m bis 5 km. Die Laufstrecken sind amtlich vermessen und werden unter offizieller Aufsicht durchgeführt. Die Zeitnahme erfolgt elektronisch per easychip, und alle Teilnehmer erhalt;https://www.martinilauf-herne.de/;Sport Event Map verified event catalog;https://www.martinilauf-herne.de/;unclear;medium;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;408;746047a2-dafa-48a7-aeb0-7cf9976ebd9b;2026;herner-st-martini-city-lauf-2026;herner-st-martini-city-lauf;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Himmelswegelauf;Running;12.06.2027;Nebra;Germany;Nebra, Germany;51.2873083;11.5787877;10 km / 21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/himmelswegelauf/;https://www.himmelswegelauf.de/;Sport Event Map verified event catalog;https://www.himmelswegelauf.de/;unclear;low;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/9df6b59342.jpg;59;9920940b-6fa0-4ae9-a5d7-ae355f942122;2027;himmelswegelauf-2027;himmelswegelauf;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
Hochhausmarathon Köln;Running;19.09.2026;Köln;Germany;Köln, Germany;50.938361;6.959974;Marathon;Official endurance event in Köln. Imported from verified staging batch.;https://hochhausmarathon-koeln.de/;Sport Event Map verified event catalog;https://running.life/de/termine/hochhausmarathon-in-koln-chorweiler;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;991;2502b968-c583-4b2d-ba86-16b2eea21e59;2026;hochhausmarathon-koln-2026;hochhausmarathon-koln;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
Hochheimer Weinbergslauf - Hochheim am Main;Running;06.09.2026;Hochheim am Main;Germany;Hochheim am Main, Germany;50.0277;8.3587;Half Marathon;Official endurance event in Hochheim am Main. Imported from verified staging batch.;https://www.weinbergslauf-hochheim.de/;Sport Event Map verified event catalog;https://running.life/de/termine/hochheimer-weinbergslauf;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;960;86150f46-e78c-414a-9e21-5ae380c000f3;2026;hochheimer-weinbergslauf-hochheim-am-main-2026;hochheimer-weinbergslauf-hochheim-am-main;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
Hockenheimringlauf;Running;01.11.2026;Hockenheim;Germany;Hockenheimring, Hockenheim, Baden-Württemberg, Germany, Germany;49.3297989;8.5763;10 km, 5 km;Der Hockenheimringlauf 2026 bietet Läufern aller Leistungsstufen ein einzigartiges Erlebnis auf einer der legendärsten Rennstrecken der Welt. Die flache Asphaltstrecke mit weiten Kurven und der Atmosphäre der Formel 1 macht den Lauf zu einem besonderen Event für Profi- und Hobbyläufer. Neben spannenden Wettkämpfen für Kinder und Erwachsene erwartet die Teilnehmer eine freundliche und motivierende Atmosphäre mit Verpf;https://www.asgtria-hockenheim.de/Hockenheimringlauf/;Sport Event Map verified event catalog;https://www.asgtria-hockenheim.de/Hockenheimringlauf/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;412;c5197b50-b87e-4d2c-832f-975eef0312f3;2026;hockenheimringlauf-2026;hockenheimringlauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Hofheimer Volkslauf;Running;26.09.2026;Hesse;Germany;Sportpark Hofheim, Lampertheim-Hofheim, Hesse, Germany, Germany;50.983985;10.308904;10 km, 5 km;Der Hofheimer Volkslauf ist eine traditionsreiche Laufveranstaltung, die am 26. September 2026 im Sportpark Hofheim in Lampertheim-Hofheim stattfindet. Der Lauf wird vom Turnverein 1896 Hofheim im Ried e.V. organisiert und bietet Läufern aller Altersklassen eine freundliche und familiäre Atmosphäre. Die Veranstaltung ist bekannt für ihre gute Organisation und die Möglichkeit, sich sportlich zu betätigen und Gemeinsch;https://tv1896hofheim.de/hofheimer-volkslauf/;Sport Event Map verified event catalog;https://tv1896hofheim.de/hofheimer-volkslauf/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;417;40569611-95e1-4c83-bf4e-0ed9dc2839ec;2026;hofheimer-volkslauf-2026;hofheimer-volkslauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Hofmühl-Volksfest Halbmarathon;Running;30.08.2026;Eichstätt;Germany;Eichstätt, Germany;48.8863328;11.1989396;Half Marathon;Official endurance event in Eichstätt. Imported from verified staging batch.;https://www.sv-marienstein.de;Sport Event Map verified event catalog;https://www.sv-marienstein.de;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:53:36.325+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;487;14ab95ad-9f4a-43f7-8893-c24f11a6ae0e;2026;hofmuhl-volksfest-halbmarathon-2026;hofmuhl-volksfest-halbmarathon;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Hohenlockstedter Pellkartoffellauf;Running;26.09.2026;Hohenlockstedt;Germany;Pohl-Boskamp Gelände, Hohenlockstedt, Schleswig-Holstein, Germany, Germany;53.9667;9.61667;10 km, 5 km;Der Hohenlockstedter Pellkartoffellauf ist ein traditionsreiches Laufevent, das seit 2002 jährlich auf dem Pohl-Boskamp Gelände stattfindet. Mit Streckenlängen von 2,8 km, 5 km und 10 km bietet der Lauf sowohl Anfängern als auch erfahrenen Läufern eine passende Herausforderung. Besonders familienfreundlich gestaltet sich das Event durch spezielle Bambini-Läufe für Kinder und ein abwechslungsreiches Rahmenprogramm mit;https://www.pellkartoffellauf.de/;Sport Event Map verified event catalog;https://www.pellkartoffellauf.de/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;418;6bd198c8-0dde-4527-aa9a-88066d158177;2026;hohenlockstedter-pellkartoffellauf-2026;hohenlockstedter-pellkartoffellauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Hohner See Lauf;Running;30.06.2027;Hohn;Germany;Hohn, Germany;54.298156;9.5063907;10 km;Official endurance event in Hohn. Imported from verified staging batch.;https://www.hohner-see-lauf.de/;Sport Event Map verified event catalog;https://www.hohner-see-lauf.de/;unclear;medium;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;824;b915c6e7-737e-473d-b9e4-bdc8992b859b;2027;hohner-see-lauf-2027;hohner-see-lauf;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
Höinger Heidelauf - Ense;Running;04.09.2026;Ense;Germany;Ense, Germany;51.502011;7.9722118;5 km, 10 km, Half Marathon;Official endurance event in Ense. Imported from verified staging batch.;https://www.hoeinger-sv.de/heidelauf/;Sport Event Map verified event catalog;https://running.life/de/termine/hoinger-heidelauf;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;949;303597e3-596b-440d-bf62-5625f06d4e3f;2026;hoinger-heidelauf-ense-2026;hoinger-heidelauf-ense;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
