severity;event_name;event_id;city;country;address;latitude;longitude;issues;distance_to_city_km;distance_to_address_km;confidence_score;suggested_latitude;suggested_longitude;recommended_action
clean;Miltenberger Landkreis-Lauftag;miltenberger-landkreis-lauftag-elsenfeld-13-09-2026;Elsenfeld;Germany;Elsenfeld, Germany;49.8473123;9.1618537;;0.0;;0.95;;;No pin action required.
clean;Mitteldeutscher Marathon;mitteldeutscher-marathon-halle-04-10-2026;Halle;Germany;Halle, Germany;52.4523605;6.9192787;;0.0;;0.95;;;No pin action required.
warning;Mittsommernachtslauf Hannover;mittsommernachtslauf-hannover-hannover-26-06-2026;Hannover;Germany;Hannover, Germany;52.3744779;9.7385532;shared_coordinates_multiple_places;0.0;;0.65;;;No pin action required.
clean;Müritz-Lauf;muritz-lauf-waren-muritz-27-06-2026;Waren (Müritz);Germany;Waren (Müritz), Germany;53.5156249;12.6850606;;0.0;;0.95;;;No pin action required.
clean;Nordholzer Windmühlenlauf;nordholzer-windmuhlenlauf-wurster-nordseekuste-20-06-2026;Wurster Nordseeküste;Germany;Wurster Nordseeküste, Germany;53.7044885;8.568845;;0.0;;0.95;;;No pin action required.
clean;Offenbacher Mainuferlauf;offenbacher-mainuferlauf-offenbach-am-main-11-10-2026;Offenbach am Main;Germany;Offenbach am Main, Germany;50.1055002;8.7610698;;0.0;;0.95;;;No pin action required.
clean;OSC Vorsilvesterlauf;osc-vorsilvesterlauf-bremerhaven-27-12-2026;Bremerhaven;Germany;Bremerhaven, Germany;53.5505392;8.5851945;;0.0;;0.95;;;No pin action required.
clean;OT Bremen Run;ot-bremen-run-bremen-13-09-2026;Bremen;Germany;Bremen, Germany;53.0758196;8.8071646;;0.0;;0.95;;;No pin action required.
warning;PSD Bank Halbmarathon Hamburg;psd-bank-halbmarathon-hamburg-hamburg-20-09-2026;Hamburg;Germany;Hamburg, Germany;53.5501721;10.0013165;shared_coordinates_multiple_places;0.0;;0.65;;;No pin action required.
clean;Reichenau Halbmarathon;reichenau-halbmarathon-reichenau-20-09-2026;Reichenau;Germany;Reichenau, Germany;47.6966514;9.0616115;;0.0;;0.95;;;No pin action required.
clean;Rostock 10;rostock-10-rostock-03-10-2026;Rostock;Germany;Rostock, Germany;54.0886707;12.1400211;;0.0;;0.95;;;No pin action required.
clean;Sachsenlauf-Coswig;sachsenlauf-coswig-coswig-21-06-2026;Coswig;Germany;Coswig, Germany;51.1267305;13.5783983;;0.0;;0.95;;;No pin action required.
clean;Schlossinsellauf Lübben;schlossinsellauf-lubben-lubben-21-06-2026;Lübben;Germany;Lübben, Germany;51.9418987;13.8963805;;0.0;;0.95;;;No pin action required.
clean;Sparkassen Silvesterlauf Werl-Soest;sparkassen-silvesterlauf-werl-soest-werl-31-12-2026;Werl;Germany;Werl, Germany;51.5533457;7.9155558;;0.0;;0.95;;;No pin action required.
clean;Sparkassen Phoenix-Halbmarathon Dortmund;sparkassen-phoenix-halbmarathon-dortmund-dortmund-03-10-2026;Dortmund;Germany;Dortmund, Germany;51.5142273;7.4652789;;0.0;;0.95;;;No pin action required.
clean;Sparkassen Rügenbrücken-Marathon;sparkassen-rugenbrucken-marathon-stralsund-10-10-2026;Stralsund;Germany;Stralsund, Germany;54.3096314;13.0820846;;0.0;;0.95;;;No pin action required.
warning;Sparkassen-SAARathon;sparkassen-saarathon-saarbrucken-11-10-2026;Saarbrücken;Germany;Saarbrücken, Germany;49.234362;6.996379;shared_coordinates_multiple_places;0.0;;0.65;;;No pin action required.
clean;Stadtwerke-Europalauf;stadtwerke-europalauf-neustadt-in-holstein-09-08-2026;Neustadt in Holstein;Germany;Neustadt in Holstein, Germany;54.1029898;10.8186738;;0.0;;0.95;;;No pin action required.
clean;Stolberger Schloss-Lauf;stolberger-schloss-lauf-stolberg-29-08-2026;Stolberg;Germany;Stolberg, Germany;50.7702908;6.2295504;;0.0;;0.95;;;No pin action required.
warning;Stuttgart-Lauf;stuttgart-lauf-stuttgart-21-06-2026;Stuttgart;Germany;Stuttgart, Germany;48.7784485;9.1800132;shared_coordinates_multiple_places;0.0;;0.65;;;No pin action required.
clean;SWP CityLauf Pforzheim;swp-citylauf-pforzheim-pforzheim-26-06-2026;Pforzheim;Germany;Pforzheim, Germany;48.890934;8.7025509;;0.0;;0.95;;;No pin action required.
clean;Teltowkanalhalbmarathon;teltowkanalhalbmarathon-teltow-06-12-2026;Teltow;Germany;Teltow, Germany;52.3805562;13.2685278;;0.0;;0.95;;;No pin action required.
clean;Temnitzer Heide-Lauf;temnitzer-heide-lauf-temnitzquell-05-09-2026;Temnitzquell;Germany;Temnitzquell, Germany;53.0078136;12.6089047;;0.0;;0.95;;;No pin action required.
clean;Tharandter-Wald-Lauf;tharandter-wald-lauf-hartha-30-08-2026;Hartha;Germany;Hartha, Germany;51.0984539;12.9715576;;0.0;;0.95;;;No pin action required.
clean;Tiergartenlauf Velen;tiergartenlauf-velen-velen-20-06-2026;Velen;Germany;Velen, Germany;51.8957136;6.9839073;;0.0;;0.95;;;No pin action required.
warning;LA-Hamburg TogetHHer Silvesterlauf;la-hamburg-togethher-silvesterlauf-hamburg-31-12-2026;Hamburg;Germany;Hamburg, Germany;53.5501721;10.0013165;shared_coordinates_multiple_places;0.0;;0.65;;;No pin action required.
clean;Tübinger Erbe-Lauf;tubinger-erbe-lauf-tubingen-20-09-2026;Tübingen;Germany;Tübingen, Germany;48.5203263;9.053596;;0.0;;0.95;;;No pin action required.
warning;UNO Urban Cross Lauf;uno-urban-cross-lauf-saarbrucken-04-10-2026;Saarbrücken;Germany;Saarbrücken, Germany;49.234362;6.996379;shared_coordinates_multiple_places;0.0;;0.65;;;No pin action required.
clean;SV-1860-Minden Volkslauf;sv-1860-minden-volkslauf-minden-29-08-2026;Minden;Germany;Minden, Germany;52.2881045;8.9168852;;0.0;;0.95;;;No pin action required.
clean;Wallenstein Halbmarathon;wallenstein-halbmarathon-altdorf-26-07-2026;Altdorf;Germany;Altdorf, Germany;49.2863021;8.2164153;;0.0;;0.95;;;No pin action required.
clean;Wardenburger Sommerlauf;wardenburger-sommerlauf-wardenburg-06-09-2026;Wardenburg;Germany;Wardenburg, Germany;53.0645396;8.1925341;;0.0;;0.95;;;No pin action required.
clean;Warener Sommerlauf;warener-sommerlauf-waren-muritz-20-06-2026;Waren (Müritz);Germany;Waren (Müritz), Germany;53.5156249;12.6850606;;0.0;;0.95;;;No pin action required.
clean;Weimarer Stadtlauf;weimarer-stadtlauf-weimar-10-10-2026;Weimar;Germany;Weimar, Germany;50.9793301;11.3297921;;0.0;;0.95;;;No pin action required.
clean;Wintermarathon Leipzig;wintermarathon-leipzig-leipzig-16-01-2027;Leipzig;Germany;Leipzig, Germany;51.3406321;12.3747329;;0.0;;0.95;;;No pin action required.
clean;Volksbank Stadtlauf Selm 2026;volksbank-stadtlauf-selm-2026-selm-18-06-2026;Selm;Germany;Selm, Germany;51.7005549;7.468614;;0.0;;0.95;;;No pin action required.
warning;LKZ Firmenlauf;lkz-firmenlauf-ludwigsburg-17-06-2026;Ludwigsburg;Germany;Ludwigsburg, Germany;48.8953937;9.1895147;shared_coordinates_multiple_places;0.0;;0.65;;;No pin action required.
clean;Sommernachtslauf am Hufeisen;sommernachtslauf-am-hufeisen-hesse-17-06-2026;Hesse;Germany;Hesse, Germany;50.1694463;9.1971928;;50.2;;0.95;;;No pin action required.
clean;Brunsbüttler Citylauf;brunsbuttler-citylauf-brunsbuttel-19-06-2026;Brunsbüttel;Germany;Brunsbüttel, Germany;53.901544;9.12846;;0.9;;0.95;;;No pin action required.
clean;Jemgumer Dörploop;jemgumer-dorploop-jemgum-19-06-2026;Jemgum;Germany;Jemgum, Germany;53.2631054;7.3689976;;1.0;;0.95;;;No pin action required.
clean;27. Midsummer-Triathlon;27-midsummer-triathlon-gro-ensee-18-06-2026;Großensee;Germany;Großensee, Germany;53.615;10.349;;0.5;;0.95;;;No pin action required.
clean;4. Grünheider Schultriathlon;4-grunheider-schultriathlon-grunheide-mark-19-06-2026;Grünheide (Mark);Germany;Grünheide (Mark), Germany;52.422;13.751;;4.9;;0.95;;;No pin action required.
clean;Memmert Rothsee Triathlon;memmert-rothsee-triathlon-hilpoltstein-20-06-2026;Hilpoltstein;Germany;Hilpoltstein, Germany;49.209;11.187;;5.3;;0.95;;;No pin action required.
clean;29. Arendsee Triathlon;29-arendsee-triathlon-arendsee-altmark-20-06-2026;Arendsee (Altmark);Germany;Arendsee (Altmark), Germany;52.881;11.486;;0.4;;0.95;;;No pin action required.
clean;35. Unterallgäuer Triathlon;35-unterallgauer-triathlon-ottobeuren-27-06-2026;Ottobeuren;Germany;Ottobeuren, Germany;47.948;10.295;;0.8;;0.95;;;No pin action required.
warning;18. Mitteldeutscher Firmenteam Triathlon;18-mitteldeutscher-firmenteam-triathlon-ro-bach-27-06-2026;Roßbach;Germany;Roßbach, Germany;51.26;11.91;coordinates_far_from_city;305.2;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
clean;Swim + Run Vol. 13 / Triathlon Waldfeucht;swim-run-vol-13-triathlon-waldfeucht-heinsberg-kirchhoven-27-06-2026;Heinsberg - Kirchhoven;Germany;Heinsberg - Kirchhoven, Germany;51.04;6.06;;3.9;;0.95;;;No pin action required.
clean;Triathlon Dierhagen;triathlon-dierhagen-dierhagen-27-06-2026;Dierhagen;Germany;Dierhagen, Germany;54.291;12.359;;0.5;;0.95;;;No pin action required.
clean;28. EWR-Triathlon Lampertheim;28-ewr-triathlon-lampertheim-lampertheim-28-06-2026;Lampertheim;Germany;Lampertheim, Germany;49.592;8.433;;3.9;;0.95;;;No pin action required.
clean;Herbrand Niederrhein Triathlon N3T;herbrand-niederrhein-triathlon-n3t-kalkar-28-06-2026;Kalkar;Germany;Kalkar, Germany;51.758;6.292;;2.1;;0.95;;;No pin action required.
warning;Erbacher Triathlon;erbacher-triathlon-erbach-28-06-2026;Erbach;Germany;Erbach, Germany;48.323;9.897;coordinates_far_from_city;159.8;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
clean;9. Drachentriathlon;9-drachentriathlon-furth-im-wald-28-06-2026;Furth im Wald;Germany;Furth im Wald, Germany;49.316;12.867;;1.8;;0.95;;;No pin action required.
clean;3. triathlon.de CUP Landshut;3-triathlon-de-cup-landshut-landshut-28-06-2026;Landshut;Germany;Landshut, Germany;48.574;12.227;;7.0;;0.95;;;No pin action required.
clean;Wemdinger Waldsee Triathlon;wemdinger-waldsee-triathlon-wemding-28-06-2026;Wemding;Germany;Wemding, Germany;48.878;10.731;;1.6;;0.95;;;No pin action required.
clean;20. ENTEGA Heinerman Triathlon;20-entega-heinerman-triathlon-darmstadt-28-06-2026;Darmstadt;Germany;Darmstadt, Germany;49.871;8.673;;1.6;;0.95;;;No pin action required.
clean;31. Fümmelsee-Triathlon;31-fummelsee-triathlon-wolfenbuttel-28-06-2026;Wolfenbüttel;Germany;Wolfenbüttel, Germany;52.168;10.504;;2.2;;0.95;;;No pin action required.
clean;8. Nordhorner Triathlon;8-nordhorner-triathlon-nordhorn-28-06-2026;Nordhorn;Germany;Nordhorn, Germany;52.431;7.089;;1.4;;0.95;;;No pin action required.
clean;Kulturstadttriathlon Weimar 2026;kulturstadttriathlon-weimar-2026-weimar-28-06-2026;Weimar;Germany;Weimar, Germany;50.981;11.328;;0.2;;0.95;;;No pin action required.
warning;2. Zarrentin Triathlon;2-zarrentin-triathlon-zarrentin-28-06-2026;Zarrentin;Germany;Zarrentin, Germany;53.546;10.925;coordinates_far_from_city;141.5;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
clean;Hersbrucker Volkstriathlon 2026;hersbrucker-volkstriathlon-2026-hersbruck-28-06-2026;Hersbruck;Germany;Hersbruck, Germany;49.508;11.432;;0.3;;0.95;;;No pin action required.
clean;28. Dreikirchener systemceram Triathlon;28-dreikirchener-systemceram-triathlon-dreikirchen-28-06-2026;Dreikirchen;Germany;Dreikirchen, Germany;50.451;7.965;;0.7;;0.95;;;No pin action required.
clean;Wedemark-Spass-Triathlon;wedemark-spass-triathlon-wedemark-28-06-2026;Wedemark;Germany;Wedemark, Germany;52.57;9.604;;6.8;;0.95;;;No pin action required.
clean;21. Sparkassen Triathlon Braunschweig;21-sparkassen-triathlon-braunschweig-braunschweig-28-06-2026;Braunschweig;Germany;Braunschweig, Germany;52.259;10.479;;3.1;;0.95;;;No pin action required.
clean;19. DTU Triathlon Schultour 2026;19-dtu-triathlon-schultour-2026-neubrandenburg-01-07-2026;Neubrandenburg;Germany;Neubrandenburg, Germany;53.557;13.247;;0.9;;0.95;;;No pin action required.
clean;WerbellinseeTriathlon;werbellinseetriathlon-joachimsthal-04-07-2026;Joachimsthal;Germany;Joachimsthal, Germany;52.918;13.725;;6.7;;0.95;;;No pin action required.
clean;Sparkassen Triathlon Tag Schopfheim;sparkassen-triathlon-tag-schopfheim-schopfheim-04-07-2026;Schopfheim;Germany;Schopfheim, Germany;47.654;7.834;;1.0;;0.95;;;No pin action required.
clean;35. Altmühltriathlon Leutershausen;35-altmuhltriathlon-leutershausen-leutershausen-04-07-2026;Leutershausen;Germany;Leutershausen, Germany;49.301;10.403;;0.4;;0.95;;;No pin action required.
clean;Berliner Volkstriathlon;berliner-volkstriathlon-berlin-05-07-2026;Berlin;Germany;Berlin, Germany;52.442;13.242;;13.3;;0.95;;;No pin action required.
clean;13. Wanzleber Sparkassen Triathlon;13-wanzleber-sparkassen-triathlon-wanzleben-borde-05-07-2026;Wanzleben-Börde;Germany;Wanzleben-Börde, Germany;52.058;11.444;;2.6;;0.95;;;No pin action required.
clean;LEXWARE Freiburg-Triathlon 2026;lexware-freiburg-triathlon-2026-freiburg-im-breisgau-05-07-2026;Freiburg im Breisgau;Germany;Freiburg im Breisgau, Germany;48.011;7.814;;3.1;;0.95;;;No pin action required.
clean;32.Poggensee Triathlon;32-poggensee-triathlon-bad-oldesloe-05-07-2026;Bad Oldesloe;Germany;Bad Oldesloe, Germany;53.827;10.378;;2.0;;0.95;;;No pin action required.
clean;Saerbecker Triathlon;saerbecker-triathlon-saerbeck-05-07-2026;Saerbeck;Germany;Saerbeck, Germany;52.17;7.631;;0.6;;0.95;;;No pin action required.
clean;SCOTT Tegernsee Triathlon 2026;scott-tegernsee-triathlon-2026-gmund-a-tegernsee-05-07-2026;Gmund a. Tegernsee;Germany;Gmund a. Tegernsee, Germany;47.742;11.737;;1.0;;0.95;;;No pin action required.
clean;Volksbank Schultriathlon Ahlen 2026;volksbank-schultriathlon-ahlen-2026-ahlen-09-07-2026;Ahlen;Germany;Ahlen, Germany;51.764;7.869;;1.5;;0.95;;;No pin action required.
clean;10. Schulmeisterschaft im Triathlon;10-schulmeisterschaft-im-triathlon-deggendorf-10-07-2026;Deggendorf;Germany;Deggendorf, Germany;48.82;12.911;;4.0;;0.95;;;No pin action required.
clean;SUZUKI World Triathlon Hamburg 2026;suzuki-world-triathlon-hamburg-2026-hamburg-11-07-2026;Hamburg;Germany;Hamburg, Germany;53.551;9.994;;0.5;;0.95;;;No pin action required.
clean;11. Wuggi-Triathlon;11-wuggi-triathlon-prackenbach-11-07-2026;Prackenbach;Germany;Prackenbach, Germany;49.13;12.848;;4.3;;0.95;;;No pin action required.
clean;Schluchsee Triathlon;schluchsee-triathlon-schluchsee-11-07-2026;Schluchsee;Germany;Schluchsee, Germany;47.837;8.126;;4.3;;0.95;;;No pin action required.
clean;43. GEALAN Triathlon der IfL Hof;43-gealan-triathlon-der-ifl-hof-hof-11-07-2026;Hof;Germany;Hof, Germany;50.283;11.894;;4.3;;0.95;;;No pin action required.
clean;26.Ammerseetriathlon;26-ammerseetriathlon-die-en-am-ammersee-11-07-2026;Dießen am Ammersee;Germany;Dießen am Ammersee, Germany;47.979;11.098;;3.5;;0.95;;;No pin action required.
clean;14. Stadtwerke Düsseldorf Familientriathlon;14-stadtwerke-dusseldorf-familientriathlon-dusseldorf-11-07-2026;Düsseldorf;Germany;Düsseldorf, Germany;51.25;6.732;;4.1;;0.95;;;No pin action required.
warning;Piratentriathlon Amberg;piratentriathlon-amberg-amberg-11-07-2026;Amberg;Germany;Amberg, Germany;49.442;11.858;coordinates_far_from_city;176.1;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
clean;Raiffeisentriathlon;raiffeisentriathlon-hamm-sieg-12-07-2026;Hamm (Sieg);Germany;Hamm (Sieg), Germany;50.766;7.674;;0.1;;0.95;;;No pin action required.
clean;5. Stadtwerke-Bochum-Triathlon;5-stadtwerke-bochum-triathlon-bochum-12-07-2026;Bochum;Germany;Bochum, Germany;51.46;7.21;;2.5;;0.95;;;No pin action required.
clean;41. Neue Rostocker WG Triathlon;41-neue-rostocker-wg-triathlon-rostock-12-07-2026;Rostock;Germany;Rostock, Germany;54.138;12.086;;6.5;;0.95;;;No pin action required.
clean;Hager Papprint Biosphärentriathlon;hager-papprint-biospharentriathlon-gersheim-12-07-2026;Gersheim;Germany;Gersheim, Germany;49.154;7.235;;2.5;;0.95;;;No pin action required.
clean;Schlaubetal- Triathlon;schlaubetal-triathlon-mullrose-12-07-2026;Müllrose;Germany;Müllrose, Germany;52.23;14.429;;2.0;;0.95;;;No pin action required.
clean;16. Hensel Recycling Churfranken Triathlon;16-hensel-recycling-churfranken-triathlon-niedernberg-12-07-2026;Niedernberg;Germany;Niedernberg, Germany;49.906;9.135;;1.1;;0.95;;;No pin action required.
clean;IOK-Triathlon Verl;iok-triathlon-verl-verl-12-07-2026;Verl;Germany;Verl, Germany;51.89;8.483;;2.0;;0.95;;;No pin action required.
clean;38. Altmark-Triathlon;38-altmark-triathlon-hassel-ot-wischer-12-07-2026;Hassel OT Wischer;Germany;Hassel OT Wischer, Germany;52.74;12.027;;13.1;;0.95;;;No pin action required.
clean;Offendorf-Triathlon;offendorf-triathlon-ratekau-12-07-2026;Ratekau;Germany;Ratekau, Germany;53.947;10.772;;2.8;;0.95;;;No pin action required.
clean;Holzland Triathlon Haßmersheim;holzland-triathlon-ha-mersheim-ha-mersheim-12-07-2026;Haßmersheim;Germany;Haßmersheim, Germany;49.302;9.144;;0.2;;0.95;;;No pin action required.
clean;Cross Triathlon TSV Karlstadt;cross-triathlon-tsv-karlstadt-karlstadt-12-07-2026;Karlstadt;Germany;Karlstadt, Germany;49.956;9.764;;2.1;;0.95;;;No pin action required.
clean;Apian-Schultriathlon;apian-schultriathlon-85051-ingolstadt-14-07-2026;85051 Ingolstadt;Germany;85051 Ingolstadt, Germany;48.716;11.374;;1.7;;0.95;;;No pin action required.
clean;Höglwörther-See-Triathlon;hoglworther-see-triathlon-anger-18-07-2026;Anger;Germany;Anger, Germany;47.804;12.857;;0.2;;0.95;;;No pin action required.
clean;Möhnesee Triathlon 2026;mohnesee-triathlon-2026-mohnesee-18-07-2026;Möhnesee;Germany;Möhnesee, Germany;51.494;8.126;;2.0;;0.95;;;No pin action required.
clean;39. Velburger Kirchweihtriathlon;39-velburger-kirchweihtriathlon-velburg-18-07-2026;Velburg;Germany;Velburg, Germany;49.228;11.671;;0.6;;0.95;;;No pin action required.
clean;41. Welzheimer Triathlon;41-welzheimer-triathlon-welzheim-18-07-2026;Welzheim;Germany;Welzheim, Germany;48.875;9.636;;0.1;;0.95;;;No pin action required.
clean;Mey Generalbau Triathlon Tübingen;mey-generalbau-triathlon-tubingen-tubingen-19-07-2026;Tübingen;Germany;Tübingen, Germany;48.517;9.058;;0.5;;0.95;;;No pin action required.
warning;35. Kratschmayer Triathlon;35-kratschmayer-triathlon-waldenburg-19-07-2026;Waldenburg;Germany;Waldenburg, Germany;49.185;9.624;coordinates_far_from_city;283.7;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
clean;23. Sparkassen-Triathlon Dortmund 2026;23-sparkassen-triathlon-dortmund-2026-dortmund-19-07-2026;Dortmund;Germany;Dortmund, Germany;51.528;7.447;;2.0;;0.95;;;No pin action required.
clean;19. Rheinstetten Triathlon;19-rheinstetten-triathlon-rheinstetten-19-07-2026;Rheinstetten;Germany;Rheinstetten, Germany;48.98;8.32;;1.5;;0.95;;;No pin action required.
clean;Landkreis-Schultriathlon Roth 2026;landkreis-schultriathlon-roth-2026-roth-21-07-2026;Roth;Germany;Roth, Germany;49.247;11.095;;2.0;;0.95;;;No pin action required.
warning;Fürther Schultriathlon;further-schultriathlon-furth-22-07-2026;Fürth;Germany;Fürth, Germany;49.478;10.987;coordinates_far_from_city;160.4;;0.50;;;"Review the city or pin; the current point is far from the cached city reference."
clean;25. Schultriathlon Sonnenlugerschule Mengen;25-schultriathlon-sonnenlugerschule-mengen-mengen-22-07-2026;Mengen;Germany;Mengen, Germany;48.045;9.323;;0.9;;0.95;;;No pin action required.
clean;Die Finals 2026 - Sprint Triathlon Steinhuder Meer;die-finals-2026-sprint-triathlon-steinhuder-meer-wunstorf-23-07-2026;Wunstorf;Germany;Wunstorf, Germany;52.455;9.352;;6.2;;0.95;;;No pin action required.
clean;33. Hofheimer Triathlon;33-hofheimer-triathlon-hofheim-i-ufr-25-07-2026;Hofheim i. UFr.;Germany;Hofheim i. UFr., Germany;50.16;10.53;;2.5;;0.95;;;No pin action required.
clean;40. Müritz-Triathlon;40-muritz-triathlon-waren-muritz-25-07-2026;Waren (Müritz);Germany;Waren (Müritz), Germany;53.523;12.689;;0.9;;0.95;;;No pin action required.
clean;2. Malteser Triathlon;2-malteser-triathlon-heitersheim-25-07-2026;Heitersheim;Germany;Heitersheim, Germany;47.871;7.669;;0.8;;0.95;;;No pin action required.
clean;14. Schongau Triathlon;14-schongau-triathlon-schongau-26-07-2026;Schongau;Germany;Schongau, Germany;47.802;10.901;;1.1;;0.95;;;No pin action required.
clean;35. M-net Erlanger Triathlon;35-m-net-erlanger-triathlon-erlangen-26-07-2026;Erlangen;Germany;Erlangen, Germany;49.602;10.981;;1.7;;0.95;;;No pin action required.
clean;Sparkasse Passau TRIATHLON NIEDERBAYERN 2026;sparkasse-passau-triathlon-niederbayern-2026-pocking-26-07-2026;Pocking;Germany;Pocking, Germany;48.393;13.308;;1.0;;0.95;;;No pin action required.
clean;40. Wörthsee-Triathlon;40-worthsee-triathlon-worthsee-26-07-2026;Wörthsee;Germany;Wörthsee, Germany;48.069;11.201;;0.4;;0.95;;;No pin action required.
clean;Kindelsberg Triathlon;kindelsberg-triathlon-hilchenbach-26-07-2026;Hilchenbach;Germany;Hilchenbach, Germany;50.994;8.042;;4.6;;0.95;;;No pin action required.
clean;43. Leipziger Triathlon;43-leipziger-triathlon-leipzig-26-07-2026;Leipzig;Germany;Leipzig, Germany;51.304;12.255;;9.3;;0.95;;;No pin action required.
clean;Heidelberg Triathlon;heidelberg-triathlon-heidelberg-26-07-2026;Heidelberg;Germany;Heidelberg, Germany;49.413;8.685;;0.8;;0.95;;;No pin action required.
clean;31. swb-Silbersee-Triathlon / Bremen-Stuhr;31-swb-silbersee-triathlon-bremen-stuhr-stuhr-26-07-2026;Stuhr;Germany;Stuhr, Germany;53.009;8.743;;2.1;;0.95;;;No pin action required.
clean;17. eology Mainfrankentriathlon;17-eology-mainfrankentriathlon-kitzingen-01-08-2026;Kitzingen;Germany;Kitzingen, Germany;49.741;10.163;;1.0;;0.95;;;No pin action required.
clean;41. Ravensburger Triathlon;41-ravensburger-triathlon-ravensburg-01-08-2026;Ravensburg;Germany;Ravensburg, Germany;47.787;9.602;;1.0;;0.95;;;No pin action required.
clean;38. Sassenberger Triathlon 2026;38-sassenberger-triathlon-2026-sassenberg-02-08-2026;Sassenberg;Germany;Sassenberg, Germany;52.004;8.052;;1.9;;0.95;;;No pin action required.
clean;7. Scharmützelsee-Triathlon;7-scharmutzelsee-triathlon-bad-saarow-02-08-2026;Bad Saarow;Germany;Bad Saarow, Germany;52.292;14.056;;0.1;;0.95;;;No pin action required.
clean;Frankfurt City Triathlon;frankfurt-city-triathlon-frankfurt-am-main-02-08-2026;Frankfurt am Main;Germany;Frankfurt am Main, Germany;50.113;8.679;;0.3;;0.95;;;No pin action required.
clean;2. Nagler See Jedermanntriathlon;2-nagler-see-jedermanntriathlon-nagel-02-08-2026;Nagel;Germany;Nagel, Germany;49.988;11.958;;1.3;;0.95;;;No pin action required.
clean;38. Kamener Sparkassentriathlon;38-kamener-sparkassentriathlon-kamen-02-08-2026;Kamen;Germany;Kamen, Germany;51.575;7.618;;3.5;;0.95;;;No pin action required.
clean;Oettinger Triathlon;oettinger-triathlon-oettingen-i-bayern-02-08-2026;Oettingen i. Bayern;Germany;Oettingen i. Bayern, Germany;48.928;10.573;;3.6;;0.95;;;No pin action required.
clean;35. Regensburger Triathlon;35-regensburger-triathlon-regensburg-02-08-2026;Regensburg;Germany;Regensburg, Germany;49.027;12.098;;0.8;;0.95;;;No pin action required.
clean;BraWo Triathlon Salgitter;brawo-triathlon-salgitter-salzgitter-02-08-2026;Salzgitter;Germany;Salzgitter, Germany;52.164;10.311;;3.6;;0.95;;;No pin action required.
clean;Stadtwerke Borken Triathlon;stadtwerke-borken-triathlon-borken-08-08-2026;Borken;Germany;Borken, Germany;51.841;6.78;;5.4;;0.95;;;No pin action required.
clean;37. Bergsee Triathlon;37-bergsee-triathlon-schleusingen-08-08-2026;Schleusingen;Germany;Schleusingen, Germany;50.528;10.687;;5.9;;0.95;;;No pin action required.
clean;19. Licher Triathlon;19-licher-triathlon-lich-08-08-2026;Lich;Germany;Lich, Germany;50.529;8.816;;3.2;;0.95;;;No pin action required.
clean;DATAGROUP Triathlon Nürnberg;datagroup-triathlon-nurnberg-nurnberg-09-08-2026;Nürnberg;Germany;Nürnberg, Germany;49.451;11.105;;2.0;;0.95;;;No pin action required.
clean;Kraichgau Energie Summertime Triathlon;kraichgau-energie-summertime-triathlon-karlsdorf-neuthard-09-08-2026;Karlsdorf-Neuthard;Germany;Karlsdorf-Neuthard, Germany;49.131;8.534;;0.5;;0.95;;;No pin action required.
clean;26. Pöhler-Triathlon;26-pohler-triathlon-pohl-09-08-2026;Pöhl;Germany;Pöhl, Germany;50.559;12.181;;2.1;;0.95;;;No pin action required.
clean;14. GEWOBA City Triathlon Bremen;14-gewoba-city-triathlon-bremen-bremen-09-08-2026;Bremen;Germany;Bremen, Germany;53.095;8.773;;3.1;;0.95;;;No pin action required.
clean;Rheiner Channel Triathlon;rheiner-channel-triathlon-rheine-09-08-2026;Rheine;Germany;Rheine, Germany;52.302;7.483;;4.0;;0.95;;;No pin action required.
clean;35. Maibacher Triathlon;35-maibacher-triathlon-butzbach-09-08-2026;Butzbach;Germany;Butzbach, Germany;50.379;8.571;;6.4;;0.95;;;No pin action required.
clean;Nordschwarzwald Triathlon;nordschwarzwald-triathlon-nagold-15-08-2026;Nagold;Germany;Nagold, Germany;48.552;8.723;;0.1;;0.95;;;No pin action required.
clean;O-SEE Challenge/DM Cross Triathlon/XTERRA;o-see-challenge-dm-cross-triathlon-xterra-olbersdorf-15-08-2026;Olbersdorf;Germany;Olbersdorf, Germany;50.894;14.773;;2.7;;0.95;;;No pin action required.
clean;12. Altwarmbüchener Triathlon am 15./16.8.2026;12-altwarmbuchener-triathlon-am-15-16-8-2026-hannover-15-08-2026;Hannover;Germany;Hannover, Germany;52.416;9.806;;6.5;;0.95;;;No pin action required.
clean;Bornsdorf-Triathlon 2026;bornsdorf-triathlon-2026-heideblick-bornsdorf-15-08-2026;Heideblick-Bornsdorf;Germany;Heideblick-Bornsdorf, Germany;51.791;13.739;;4.0;;0.95;;;No pin action required.
clean;37. KN Förde Triathlon 2026;37-kn-forde-triathlon-2026-kiel-16-08-2026;Kiel;Germany;Kiel, Germany;54.332;10.151;;1.4;;0.95;;;No pin action required.
clean;23. Rodgau Triathlon;23-rodgau-triathlon-rodgau-16-08-2026;Rodgau;Germany;Rodgau, Germany;50.007;8.889;;1.2;;0.95;;;No pin action required.
